SN,고객번호,우편번호,시도,시군구,동단위,나이,고객등급,고객등급코드,가입일자,가입기간, 수신 총잔액 , 신용대출한도 ,신용등급, 담보대출한도 ,년간 환전액,분기당 해외 송금액,스마트뱅킹 사용여부,폰뱅킹사용여부, 월소득 예상금액 ,인터넷뱅킹사용횟수, 인터넷뱅킹 사용 금액 ,가입점,교육정도코드,교육정도,종교코드,종교,직업종류코드,직업종류,혼인여부,주택소유여부
B6546,23716191,46761,충북,괴산군,청천면,59,패밀리,0,2008-08-08,9,"387,643","61,700,000",7,"123,400,000",0,0,n,n,"50,833",20,"22,260,000",pb센터,4,학사,1,불교,0,NULL,이혼,가족소유
B6547,23725159,9819,부산,연제구,거제4동,66,플래티늄,3,2004-07-26,13,"128,604,355","192,600,000",2,"385,200,000",0,0,n,n,"8,054,167",0, - ,영업점,4,학사,2,기독교,3,자영업,사별,전세
B6548,23726113,2204,서울,구로구,구로2동,70,패밀리,0,2003-04-28,15,"792,797","23,800,000",4,"47,600,000",0,0,n,n,"8,055,000",0, - ,영업점,4,학사,3,무교,3,자영업,재혼,자가소유
B6549,23730219,48547,경기,고양시,주엽동,57,실버,1,2001-08-06,16,"5,658,134","37,500,000",4,"75,000,000",0,0,y,n,"1,056,667",0, - ,영업점,9,NULL,9,원불교,6,주부,기혼,가족소유
B6550,23736233,48698,경기,고양시,백석동,57,골드,2,2010-03-24,8,"21,310,271","16,400,000",7,"32,800,000",0,0,n,n,"7,613,939",27,"1,380,000",영업점,6,박사,2,기독교,7,학생,비혼,가족소유
B6551,23737672,48409,경기,고양시,장항2동,57,실버,1,2003-08-17,14,"3,173,768","272,800,000",2,"545,600,000",0,0,n,n,"8,058,333",29,"10,476,000",영업점,4,학사,1,불교,3,자영업,재혼,월세
B6552,23739532,1,NULL,NULL,NULL,57,골드,2,2009-08-19,8,"24,853,351","28,600,000",4,"57,200,000",0,0,n,n,"4,726,454",30,"1,860,000",영업점,4,학사,2,기독교,5,군인,재혼,가족소유
B6553,23740662,3178,서울,도봉구,창동,36,패밀리,0,2003-12-10,14,"887,664","33,000,000",4,"66,000,000",0,0,n,n,"11,082,398",0, - ,영업점,9,NULL,1,불교,3,자영업,재혼,전세
B6554,23743476,3699,서울,동작구,신대방동,45,플래티늄,3,2005-07-20,12,"625,077,619","47,500,000",3,"95,000,000",0,0,n,n,"1,059,167",0, - ,영업점,2,고졸,4,카톨릭,6,주부,사별,가족소유
B6555,23743564,20336,경기,고양시,풍동,71,실버,1,2006-09-03,11,"2,727,795","134,300,000",4,"268,600,000",0,0,n,n,"60,000",0, - ,pb센터,1,기타,1,불교,8,무직,비혼,월세
B6556,23744142,21078,경기,군포시,오금동,78,플래티늄,3,2007-12-31,10,"60,077,331","70,300,000",6,"140,600,000",184200000,0,n,n,"60,833",14,"16,152,000",pb센터,3,대퇴,1,불교,0,NULL,사실혼,가족소유
B6557,23744663,20152,경기,고양시,식사동,44,패밀리,0,2003-01-01,15,"823,885","1,400,000",8,"2,800,000",0,0,n,n,"4,883,469",22,"6,684,000",pb센터,5,석사,1,불교,1,회사원,사실혼,가족소유
B6558,23747702,48580,경기,고양시,마두동,72,실버,1,2005-07-28,12,"9,503,038","3,100,000",8,"6,200,000",0,0,n,n,"1,062,500",0, - ,영업점,6,박사,1,불교,6,주부,사실혼,월세
B6559,23748488,6557,서울,종로구,내수동,61,실버,1,2006-09-05,11,"5,439,943","100,900,000",3,"201,800,000",0,0,n,n,"3,618,385",0, - ,pb센터,2,고졸,3,무교,6,주부,이혼,자가소유
B6560,23749377,45041,충남,서천군,화양면,34,실버,1,2005-01-04,13,"6,035,700","2,900,000",9,"5,800,000",1300000,325000,n,n,"1,063,333",0, - ,영업점,4,학사,4,카톨릭,7,학생,사실혼,가족소유
B6561,23749653,25628,경기,파주시,금촌2동,59,플래티늄,3,2004-12-13,13,"569,632,335","75,200,000",4,"150,400,000",0,0,y,n,"64,167",23,"12,036,000",콜센터,9,NULL,9,원불교,0,NULL,사실혼,가족소유
B6562,23749999,5482,서울,양천구,신월4동,61,패밀리,0,2003-12-18,14,"875,467","11,400,000",8,"22,800,000",0,0,n,n,"65,000",32,"18,468,000",영업점,4,학사,1,불교,8,무직,재혼,월세
B6563,23753652,36125,전남,목포시,대안동,45,실버,1,2004-08-23,13,"7,365,343","5,900,000",6,"11,800,000",0,0,n,n,"8,067,500",26,"10,716,000",영업점,2,고졸,1,불교,3,자영업,이혼,가족소유
B6564,23755829,20336,경기,고양시,풍동,62,패밀리,0,2004-04-18,14,"98,315","37,200,000",4,"74,400,000",0,0,y,n,"9,288,683",0, - ,pb센터,4,학사,2,기독교,3,자영업,사실혼,가족소유
B6565,23756808,20184,경기,고양시,일산2동,61,패밀리,0,2003-03-11,15,"933,562","9,900,000",5,"19,800,000",0,0,n,n,"8,069,167",0, - ,영업점,4,학사,4,카톨릭,3,자영업,사실혼,자가소유
B6566,23759778,45047,충남,연기군,조치원읍,61,패밀리,0,2003-10-18,14,"295,317","755,600,000",2,"1,511,200,000",0,0,n,n,"1,070,000",39,"21,516,000",영업점,9,NULL,9,원불교,6,주부,사별,자가소유
B6567,23763094,4401,서울,서초구,서초동,10,패밀리,0,2005-06-15,13,"291,690","55,100,000",6,"110,200,000",0,0,n,n,"71,667",36,"21,648,000",pb센터,4,학사,2,기독교,8,무직,비혼,가족소유
B6568,23767184,3744,서울,마포구,공덕동,50,패밀리,0,2012-01-26,6,"73,129","31,800,000",4,"63,600,000",0,0,n,n,"10,557,088",0, - ,영업점,5,석사,1,불교,3,자영업,사실혼,월세
B6569,23768635,2,NULL,NULL,NULL,51,패밀리,0,2006-07-30,11,"913,109","37,300,000",4,"74,600,000",0,0,n,n,"3,073,333",0, - ,영업점,4,학사,1,불교,1,회사원,사실혼,가족소유
B6570,23772683,16201,대전,유성구,노은동,68,실버,1,2002-07-06,16,"4,730,446","13,800,000",6,"27,600,000",0,0,n,n,"1,075,000",33,"18,840,000",영업점,3,대퇴,1,불교,6,주부,기혼,월세
B6571,23774777,48580,경기,고양시,마두동,65,패밀리,0,2003-10-14,14,"982,806","72,800,000",4,"145,600,000",0,0,n,n,"1,078,333",0, - ,영업점,5,석사,2,기독교,7,학생,사실혼,가족소유
B6572,23776732,19935,경기,고양시,행신2동,30,골드,2,2008-05-19,10,"19,294,207","13,500,000",7,"27,000,000",0,0,n,n,"1,080,000",0, - ,영업점,4,학사,2,기독교,7,학생,기혼,가족소유
B6573,23779429,13980,인천,서구,검암동,82,패밀리,0,2005-08-01,12,"630,959","1,600,000",7,"3,200,000",0,0,n,n,"8,081,667",0, - ,영업점,4,학사,9,원불교,3,자영업,사실혼,월세
B6574,23780357,12,NULL,NULL,NULL,39,패밀리,0,2004-04-12,14,"149,222","2,000,000",8,"4,000,000",0,0,n,n,"3,082,500",0, - ,영업점,5,석사,3,무교,1,회사원,이혼,자가소유
B6575,23782800,811,서울,강동구,암사동,83,패밀리,0,2007-08-12,10,"730,700","6,500,000",9,"13,000,000",0,0,n,n,"8,333",16,"15,300,000",영업점,3,대퇴,4,카톨릭,8,무직,이혼,월세
B6576,23784846,20336,경기,고양시,풍동,72,골드,2,2008-07-14,9,"22,050,658","15,300,000",7,"30,600,000",0,0,n,n,"9,167",40,"10,440,000",영업점,5,석사,2,기독교,8,무직,사실혼,전세
B6577,23790223,48721,경기,고양시,장항2동,55,실버,1,2007-10-31,10,"9,068,465","6,000,000",5,"12,000,000",0,0,n,n,"8,011,667",0, - ,콜센터,2,고졸,1,불교,3,자영업,비혼,자가소유
B6578,23790553,41116,전북,전주시,효자동1가,26,패밀리,0,2005-07-04,13,"511,455","45,900,000",6,"91,800,000",0,0,y,n,"1,539,469",0, - ,pb센터,3,대퇴,1,불교,8,무직,기혼,전세
B6579,23792070,33064,경북,영주시,부석면,45,골드,2,2005-11-07,12,"27,058,333","2,300,000",8,"4,600,000",0,0,y,n,"13,333",26,"2,412,000",영업점,4,학사,4,카톨릭,8,무직,비혼,가족소유
B6580,23794859,2241,서울,구로구,구로4동,52,실버,1,2006-08-23,11,"9,950,165","36,300,000",7,"72,600,000",0,0,n,n,"15,833",0, - ,pb센터,3,대퇴,1,불교,0,NULL,이혼,자가소유
B6581,23795053,13073,인천,계양구,작전동,62,실버,1,2004-12-05,13,"4,011,564","422,000,000",2,"844,000,000",0,0,n,n,"8,016,667",0, - ,pb센터,4,학사,2,기독교,3,자영업,비혼,월세
B6582,23801218,12,NULL,NULL,NULL,55,패밀리,0,2004-05-20,14,"603,069","22,400,000",4,"44,800,000",12100000,0,n,y,"3,017,500",16,"20,436,000",콜센터,3,대퇴,3,무교,1,회사원,이혼,가족소유
B6583,23801871,26262,경기,포천시,소흘읍,49,골드,2,2009-01-07,9,"12,877,482","18,900,000",8,"37,800,000",0,0,n,n,"19,167",0, - ,영업점,5,석사,2,기독교,0,NULL,이혼,전세
B6584,23803820,10699,대구,남구,대명9동,65,실버,1,2007-03-26,11,"6,542,911","14,500,000",7,"29,000,000",0,0,y,n,"1,020,833",0, - ,영업점,4,학사,1,불교,7,학생,비혼,가족소유
B6585,23806215,23079,경기,시흥시,거모동,49,패밀리,0,2008-12-15,9,"804,520","6,800,000",9,"13,600,000",0,0,n,n,"1,025,770",0, - ,영업점,4,학사,1,불교,0,NULL,재혼,전세
B6586,23806365,22547,경기,성남시,성남동,40,실버,1,2006-10-29,11,"6,982,072","18,200,000",4,"36,400,000",0,0,n,n,"8,022,500",34,"23,496,000",pb센터,4,학사,1,불교,3,자영업,사실혼,가족소유
B6587,23809066,25652,경기,파주시,아동동,60,패밀리,0,2009-03-15,9,"786,170","405,900,000",2,"811,800,000",0,0,y,n,"1,023,333",25,"2,136,000",영업점,2,고졸,1,불교,6,주부,재혼,자가소유
B6588,23810644,23508,경기,안산시,건건동,61,패밀리,0,2004-10-07,13,"487,907","111,300,000",4,"222,600,000",20400000,0,n,n,"24,167",20,"6,060,000",영업점,2,고졸,1,불교,8,무직,사별,전세
B6589,23810881,21078,경기,군포시,오금동,47,실버,1,2002-04-11,16,"9,601,469","143,100,000",4,"286,200,000",0,0,n,n,"1,025,000",30,"384,000",영업점,4,학사,3,무교,7,학생,기혼,월세
B6590,23818064,24043,경기,안양시,평촌동,57,패밀리,0,2006-07-23,11,"386,908","623,800,000",3,"1,247,600,000",0,0,n,n,"3,956,666",31,"21,216,000",영업점,5,석사,4,카톨릭,0,NULL,사별,자가소유
B6591,23818188,36948,전남,강진군,강진읍,55,플래티늄,3,2001-07-12,16,"52,745,682","5,800,000",5,"11,600,000",0,0,y,n,"1,026,667",12,"17,568,000",영업점,5,석사,3,무교,6,주부,비혼,전세
B6592,23819165,22,NULL,NULL,NULL,69,골드,2,2001-11-27,16,"13,566,061","66,100,000",3,"132,200,000",49000000,12250000,n,n,"10,742,276",0, - ,pb센터,4,학사,2,기독교,3,자영업,기혼,가족소유
B6593,23824198,7004,서울,중구,을지로6가,58,실버,1,2009-05-14,9,"2,984,084","799,900,000",3,"1,599,800,000",0,0,n,n,"1,841,426",0, - ,영업점,4,학사,1,불교,0,NULL,사실혼,월세
B6594,23824371,6295,서울,은평구,갈현2동,47,패밀리,0,2006-07-03,12,"701,392","247,100,000",4,"494,200,000",0,0,y,n,"27,500",29,"18,684,000",영업점,2,고졸,4,카톨릭,0,NULL,기혼,가족소유
B6595,23825872,48453,경기,고양시,대화동,73,골드,2,2008-09-08,9,"14,301,779","5,100,000",6,"10,200,000",0,0,n,n,"3,028,333",0, - ,영업점,4,학사,4,카톨릭,1,회사원,재혼,전세
B6596,23830891,20898,강원,홍천군,홍천읍,47,플래티늄,3,2002-09-03,15,"636,310,556","1,500,000",2,"3,000,000",0,0,n,n,"8,031,667",33,"12,384,000",영업점,4,학사,4,카톨릭,3,자영업,사별,전세
B6597,23834686,34134,경북,봉화군,봉화읍,69,실버,1,2003-08-16,14,"3,434,365","44,200,000",3,"88,400,000",0,0,n,n,"3,033,333",19,"11,544,000",영업점,6,박사,1,불교,1,회사원,비혼,월세
B6598,23838096,20326,경기,고양시,탄현동,64,실버,1,2005-02-03,13,"8,637,226","2,500,000",9,"5,000,000",37300000,0,n,n,"35,000",16,"5,940,000",콜센터,4,학사,4,카톨릭,8,무직,비혼,전세
B6599,23842198,31799,경북,구미시,선산읍,42,실버,1,2003-07-22,14,"9,894,924","2,400,000",9,"4,800,000",0,0,n,n,"37,500",27,"13,212,000",콜센터,4,학사,9,원불교,8,무직,재혼,가족소유
B6600,23842612,21190,경기,김포시,고촌면,60,실버,1,2005-04-04,13,"8,317,257","30,900,000",7,"61,800,000",0,0,y,n,"865,507",21,"2,376,000",영업점,6,박사,9,원불교,9,기타,이혼,월세
B6601,23843878,22029,경기,부천시,역곡1동,39,패밀리,0,2004-09-15,13,"979,224","32,700,000",4,"65,400,000",0,0,n,n,"10,244,539",12,"17,676,000",영업점,1,기타,1,불교,3,자영업,사실혼,월세
B6602,23844106,13584,인천,남동구,장수동,73,실버,1,2009-05-26,9,"3,586,792","24,300,000",4,"48,600,000",0,0,n,n,"9,076,564",0, - ,영업점,4,학사,1,불교,3,자영업,사실혼,전세
B6603,23847934,18900,강원,영월군,영월읍,70,패밀리,0,2008-02-18,10,"543,747","20,900,000",8,"41,800,000",0,0,n,y,"40,833",0, - ,영업점,4,학사,4,카톨릭,0,NULL,사별,자가소유
B6604,23849568,16241,대전,유성구,신성동,30,패밀리,0,2006-04-03,12,"445,480","81,900,000",4,"163,800,000",0,0,n,n,"1,041,667",0, - ,영업점,2,고졸,9,원불교,6,주부,사실혼,자가소유
B6605,23850849,48578,경기,고양시,풍동,66,실버,1,2009-06-22,9,"6,438,709","9,800,000",4,"19,600,000",0,0,n,n,"7,042,500",0, - ,영업점,5,석사,1,불교,2,전문직,사실혼,자가소유
B6606,23850964,,NULL,NULL,NULL,86,패밀리,0,2005-04-11,13,"583,625","69,100,000",4,"138,200,000",0,0,n,n,"2,629,150",0, - ,영업점,3,대퇴,4,카톨릭,6,주부,사별,가족소유
B6607,23851394,1261,서울,강서구,등촌2동,63,실버,1,2006-04-18,12,"8,744,452","72,100,000",6,"144,200,000",0,0,n,n,"43,333",37,"15,984,000",pb센터,4,학사,1,불교,8,무직,비혼,월세
B6608,23852447,4531,서울,성동구,마장동,46,실버,1,2004-01-06,14,"9,494,635","1,800,000",7,"3,600,000",0,0,n,n,"3,044,167",0, - ,pb센터,5,석사,1,불교,1,회사원,재혼,자가소유
B6609,23855350,26277,경기,포천시,가산면,53,골드,2,2003-03-03,15,"21,691,855","11,700,000",4,"23,400,000",0,0,n,n,"8,045,000",0, - ,콜센터,4,학사,4,카톨릭,3,자영업,비혼,가족소유
B6610,23856094,41855,전북,순창군,쌍치면,57,패밀리,0,2009-09-09,8,"216,461","50,000,000",7,"100,000,000",0,0,n,n,"45,833",30,"1,512,000",영업점,4,학사,2,기독교,0,NULL,재혼,월세
B6611,23857087,21528,경기,고양시,백석2동,72,패밀리,0,2005-02-17,13,"543,526","24,800,000",4,"49,600,000",0,0,n,n,"8,046,667",21,"11,376,000",영업점,4,학사,4,카톨릭,3,자영업,비혼,가족소유
B6612,23861877,20199,경기,고양시,일산3동,72,패밀리,0,2006-07-23,11,"323,356","69,300,000",6,"138,600,000",0,0,y,y,"49,167",10,"20,904,000",pb센터,2,고졸,2,기독교,0,NULL,사실혼,월세
B6613,23862095,21767,경기,부천시,범박동,67,골드,2,2001-09-19,16,"29,799,060","1,900,000",7,"3,800,000",0,0,n,n,"1,050,833",24,"768,000",영업점,2,고졸,2,기독교,6,주부,재혼,월세
B6614,23867867,13012,인천,계양구,동양동,31,실버,1,2008-07-13,9,"3,527,401","316,500,000",3,"633,000,000",0,0,n,n,"52,500",33,"240,000",영업점,3,대퇴,1,불교,8,무직,사실혼,전세
B6615,23871521,22657,경기,수원시,권선동,39,패밀리,0,2007-02-09,11,"886,526","1,900,000",7,"3,800,000",0,0,y,n,"5,053,333",39,"21,420,000",영업점,2,고졸,2,기독교,4,계열사직원,이혼,가족소유
B6616,23874685,20336,경기,고양시,풍동,37,패밀리,0,2003-05-20,15,"671,809","135,000,000",3,"270,000,000",0,0,n,n,"3,055,833",0, - ,영업점,6,박사,4,카톨릭,1,회사원,기혼,자가소유
B6617,23876228,10688,대구,남구,대명6동,48,패밀리,0,2001-10-29,16,"961,013","558,100,000",1,"1,116,200,000",0,0,n,n,"9,301,859",0, - ,영업점,2,고졸,4,카톨릭,3,자영업,사실혼,월세
B6618,23878340,23899,경기,안양시,관양동,65,골드,2,2005-09-12,12,"14,535,113","345,600,000",2,"691,200,000",0,0,n,n,"8,058,333",14,"20,556,000",영업점,3,대퇴,2,기독교,3,자영업,재혼,자가소유
B6619,23879465,6089,서울,용산구,이촌동,64,골드,2,2003-09-30,14,"19,287,302","106,500,000",3,"213,000,000",0,0,n,n,"1,059,167",38,"2,664,000",pb센터,3,대퇴,1,불교,6,주부,기혼,자가소유
B6620,23882799,20996,경기,군포시,당동,57,패밀리,0,2003-01-20,15,"565,091","12,200,000",9,"24,400,000",0,0,n,n,"4,160,789",0, - ,영업점,9,NULL,9,원불교,0,NULL,비혼,가족소유
B6621,23883912,1309,서울,강서구,방화2동,65,패밀리,0,2006-02-12,12,"985,742","4,500,000",7,"9,000,000",0,0,y,n,"3,855,068",0, - ,pb센터,6,박사,2,기독교,1,회사원,기혼,자가소유
B6622,23884062,25645,경기,파주시,금촌동,43,골드,2,2004-03-31,14,"29,720,993","621,200,000",3,"1,242,400,000",5900000,0,n,n,"61,667",38,"4,692,000",영업점,4,학사,3,무교,8,무직,이혼,전세
B6623,23884706,21145,경기,김포시,사우동,61,패밀리,0,2002-05-20,16,"690,628","6,900,000",9,"13,800,000",0,0,n,n,"1,448,956",0, - ,영업점,9,NULL,9,원불교,0,NULL,재혼,자가소유
B6624,23888477,48580,경기,고양시,마두동,63,패밀리,0,2004-03-03,14,"783,199","11,700,000",5,"23,400,000",0,0,n,n,"8,063,333",0, - ,pb센터,2,고졸,4,카톨릭,3,자영업,비혼,전세
B6625,23891306,24183,경기,안양시,안양3동,62,실버,1,2004-08-03,13,"6,433,231","44,900,000",4,"89,800,000",0,0,n,n,"2,765,517",10,"13,728,000",영업점,3,대퇴,2,기독교,6,주부,이혼,자가소유
B6626,23894630,25118,경기,의정부시,금오동,44,패밀리,0,2005-05-09,13,"837,691","80,100,000",4,"160,200,000",0,0,n,n,"5,637,852",23,"17,832,000",pb센터,4,학사,3,무교,6,주부,재혼,자가소유
B6627,23899814,20030,경기,고양시,대화동,74,실버,1,2001-12-31,16,"4,898,142","26,100,000",6,"52,200,000",0,0,y,n,"1,065,833",27,"4,656,000",pb센터,4,학사,1,불교,7,학생,사별,가족소유
B6628,23901324,3119,서울,도봉구,창2동,48,패밀리,0,2002-03-25,16,"128,340","2,100,000",9,"4,200,000",0,0,n,n,"1,066,667",0, - ,pb센터,3,대퇴,1,불교,6,주부,이혼,월세
B6629,23906965,2,NULL,NULL,NULL,62,패밀리,0,2003-03-10,15,"160,726","22,800,000",8,"45,600,000",0,0,n,n,"69,167",30,"23,700,000",콜센터,9,NULL,9,원불교,0,NULL,사별,가족소유
B6630,23907220,23398,경기,안산시,고잔동,67,패밀리,0,2008-11-19,9,"343,349","15,900,000",8,"31,800,000",0,0,y,n,"70,833",24,"432,000",pb센터,3,대퇴,1,불교,8,무직,사실혼,자가소유
B6631,23909789,22000,경기,부천시,심곡1동,63,패밀리,0,2002-04-24,16,"367,824","471,000,000",2,"942,000,000",0,0,n,n,"4,101,327",26,"21,588,000",영업점,2,고졸,4,카톨릭,1,회사원,이혼,가족소유
B6632,23911221,25770,경기,파주시,조리읍,67,실버,1,2003-01-20,15,"4,778,336","1,500,000",7,"3,000,000",0,0,n,n,"3,072,500",0, - ,영업점,4,학사,1,불교,1,회사원,사실혼,자가소유
B6633,23918501,23180,경기,시흥시,은행동,66,실버,1,2007-09-12,10,"1,174,401","4,300,000",6,"8,600,000",0,0,y,n,"8,075,000",26,"13,536,000",영업점,4,학사,4,카톨릭,3,자영업,사실혼,월세
B6634,23918995,25654,경기,파주시,아동동,30,패밀리,0,2003-06-09,15,"656,292","1,100,000",7,"2,200,000",0,0,n,y,"9,508,774",0, - ,영업점,4,학사,1,불교,3,자영업,사별,월세
B6635,23919503,42391,제주,서귀포시,강정동,27,패밀리,0,2003-03-12,15,"906,692","6,300,000",6,"12,600,000",0,0,n,n,"8,075,833",0, - ,영업점,2,고졸,1,불교,3,자영업,재혼,전세
B6636,23921466,20525,경기,광명시,철산2동,67,패밀리,0,2006-01-05,12,"173,055","16,300,000",8,"32,600,000",0,0,n,n,"76,667",11,"3,648,000",영업점,4,학사,3,무교,8,무직,기혼,전세
B6637,23922068,2,NULL,NULL,NULL,66,골드,2,2006-02-18,12,"22,598,312","266,600,000",2,"533,200,000",0,0,y,n,"3,077,500",0, - ,영업점,5,석사,1,불교,1,회사원,사실혼,전세
B6638,23925098,24439,경기,양주시,장흥면,63,실버,1,2004-09-16,13,"5,831,329","1,900,000",10,"3,800,000",0,0,n,y,"80,000",31,"3,828,000",영업점,9,NULL,9,원불교,0,NULL,재혼,전세
B6639,23929150,32652,경북,안동시,용상동,76,패밀리,0,2002-07-22,15,"749,989","33,200,000",6,"66,400,000",0,0,n,n,"1,080,833",0, - ,영업점,2,고졸,1,불교,7,학생,비혼,가족소유
B6640,23930895,33763,경북,포항시,환호동,46,패밀리,0,2005-03-09,13,"854,873","46,000,000",4,"92,000,000",0,0,n,n,"3,696,310",27,"12,336,000",영업점,5,석사,2,기독교,6,주부,비혼,자가소유
B6641,23937597,2383,서울,금천구,독산1동,73,골드,2,2007-03-04,11,"29,599,848","11,300,000",6,"22,600,000",0,0,n,n,"1,082,500",0, - ,영업점,4,학사,1,불교,6,주부,기혼,월세
B6642,23938083,41132,전북,전주시,효자동2가,66,실버,1,2005-05-19,13,"6,595,526","94,700,000",3,"189,400,000",0,0,n,n,"8,008,333",28,"21,312,000",pb센터,2,고졸,4,카톨릭,3,자영업,기혼,자가소유
B6643,23938334,37848,전남,보성군,율어면,82,패밀리,0,2005-01-31,13,"704,161","25,200,000",4,"50,400,000",0,0,n,n,"11,058,846",0, - ,영업점,5,석사,2,기독교,3,자영업,비혼,자가소유
B6644,23938523,16994,울산,중구,성남동,36,골드,2,2004-05-14,14,"11,624,734","15,800,000",4,"31,600,000",0,0,n,n,"4,505,779",0, - ,영업점,5,석사,1,불교,1,회사원,사별,전세
B6645,23941106,16079,대전,서구,둔산동,71,패밀리,0,2003-05-19,15,"610,896","24,700,000",5,"49,400,000",117200000,29300000,n,n,"1,010,000",27,"20,340,000",pb센터,2,고졸,1,불교,6,주부,사실혼,자가소유
B6646,23943090,4401,서울,서초구,서초동,71,패밀리,0,2004-07-12,13,"972,877","38,700,000",4,"77,400,000",0,0,n,n,"3,011,667",0, - ,영업점,5,석사,3,무교,1,회사원,사실혼,월세
B6647,23943104,28818,경남,진주시,초전동,65,패밀리,0,2009-02-17,9,"930,751","4,800,000",6,"9,600,000",0,0,n,n,"10,020,611",0, - ,영업점,5,석사,1,불교,3,자영업,이혼,가족소유
